age,monthly_income,years_at_company,years_in_current_role,job_satisfaction,work_life_balance,performance_rating,distance_from_home,num_companies_worked,total_working_years,gender,overtime,department,attrition
43,119804,11.4,0.5,2,4,4,27,3,7.6,Male,No,Engineering,Yes
36,26737,6.6,0.1,3,3,3,32,0,17.8,Male,No,Support,No
51,56062,0.3,0.5,3,2,2,33,3,0.7,Female,Yes,Support,Yes
31,74237,1.3,1.1,4,3,3,28,4,3.2,Female,No,Sales,No
36,71571,10.7,2.9,1,3,1,36,5,2.3,Male,No,HR,No
28,45510,1.2,0.4,1,4,2,6,3,35.4,Female,Yes,Sales,Yes
24,39426,6.1,2.5,4,1,1,16,5,3.9,Male,No,HR,No
24,57265,7.0,4.0,2,1,2,34,3,10.6,Male,No,Support,Yes
45,37850,2.7,1.2,3,1,4,23,7,9.2,Female,No,HR,Yes
23,138249,2.0,3.4,3,2,4,24,2,1.9,Male,No,Support,No
52,86150,2.4,1.6,3,3,4,13,4,2.2,Male,No,Support,No
23,107312,1.0,2.0,2,1,1,18,1,2.6,Male,Yes,Sales,Yes
47,109613,8.8,1.5,3,4,5,13,5,4.2,Male,No,Sales,No
49,94910,2.4,1.2,3,1,2,37,1,2.1,Male,Yes,Finance,Yes
52,72375,8.6,0.5,4,1,4,39,4,0.2,Male,No,Engineering,No
39,141826,0.4,0.7,2,3,2,17,6,16.9,Male,Yes,Finance,Yes
41,55435,17.8,0.7,1,3,1,15,1,27.0,Female,No,Finance,No
25,116443,2.3,1.7,4,3,5,18,4,3.3,Female,No,HR,No
38,77132,0.2,0.3,4,2,1,23,7,3.3,Male,No,Support,No
48,98945,0.2,5.0,1,2,2,30,1,0.1,Female,Yes,Support,Yes
42,102050,5.5,2.6,4,1,5,34,5,9.1,Male,No,Support,No
41,149828,4.3,1.0,2,3,5,4,2,14.0,Male,No,Engineering,No
26,115402,6.5,0.3,3,1,1,3,1,1.3,Male,No,HR,No
21,22983,0.4,4.3,2,4,4,7,5,1.4,Male,Yes,HR,No
25,117241,0.1,3.5,1,4,2,18,3,12.5,Female,No,Support,No
32,40662,2.8,2.6,1,3,3,7,4,7.7,Female,No,Finance,No
46,43510,2.0,0.6,4,3,3,6,0,0.4,Female,Yes,Engineering,No
54,98187,2.5,1.0,2,4,1,22,6,7.8,Female,No,Finance,No
34,60998,19.1,0.2,2,3,2,1,7,3.0,Male,No,Sales,No
46,76846,14.1,0.4,1,2,2,4,0,3.7,Female,No,HR,No
47,114071,11.4,3.1,2,2,1,29,7,11.7,Male,No,HR,Yes
29,26640,6.1,2.5,1,3,2,21,4,13.3,Male,No,Finance,Yes
46,64547,1.8,1.8,2,4,4,26,7,4.1,Female,No,Engineering,No
42,74620,2.1,4.5,2,1,1,14,2,23.5,Male,No,HR,Yes
50,35317,3.2,1.8,2,3,4,9,1,4.2,Female,No,Finance,No
37,135608,7.1,1.3,1,3,2,12,2,11.8,Female,No,Engineering,No
46,27564,0.3,0.8,4,1,1,6,0,5.3,Female,No,Finance,Yes
56,47345,2.2,5.6,2,3,2,20,6,18.2,Female,Yes,Engineering,No
21,133824,0.3,0.2,1,1,1,24,5,19.1,Female,No,Support,Yes
28,114223,2.9,5.3,1,4,2,27,6,0.7,Male,No,Engineering,No
55,143372,9.2,3.5,2,2,4,38,4,22.1,Female,Yes,Sales,Yes
35,99273,6.1,0.3,2,4,4,8,4,14.0,Female,Yes,Support,No
42,94859,1.0,1.7,4,2,2,1,2,12.5,Male,No,Finance,No
34,100765,14.9,4.0,1,1,1,24,5,1.8,Female,No,Support,Yes
46,130017,4.4,1.7,1,2,3,7,2,13.1,Female,No,Support,Yes
48,94038,0.0,4.8,3,4,4,19,1,15.2,Male,No,Finance,No
43,143618,1.2,5.7,1,2,4,22,3,2.7,Male,Yes,Finance,Yes
34,72393,1.2,1.1,4,1,3,35,5,24.3,Female,No,Sales,No
44,86081,0.3,0.9,3,2,2,30,3,0.4,Male,No,Finance,No
22,145341,12.9,5.5,3,3,1,29,6,1.3,Female,No,HR,No
46,122650,2.6,2.2,3,4,2,22,1,6.2,Male,Yes,HR,No
34,49430,9.0,0.2,2,3,5,11,7,6.9,Female,No,Sales,No
27,95532,1.6,0.1,2,1,4,20,7,8.3,Female,Yes,Engineering,Yes
23,47788,0.5,1.7,1,2,5,29,3,0.1,Female,No,Engineering,Yes
43,115505,2.6,5.3,3,3,4,34,0,25.8,Male,No,HR,No
38,68543,0.5,3.7,4,3,4,1,6,0.4,Female,No,Finance,No
58,33919,2.7,2.3,2,2,5,31,3,1.2,Male,Yes,Sales,Yes
55,89346,10.1,0.3,4,2,5,30,1,0.1,Female,No,Engineering,No
35,116122,2.9,0.6,4,4,2,18,3,6.7,Female,No,Engineering,No
45,59974,3.8,4.2,2,3,5,17,4,21.5,Female,No,Support,No
57,127309,0.7,0.4,2,3,2,38,2,8.8,Female,No,HR,Yes
48,36371,0.2,0.7,2,1,2,14,0,13.8,Female,No,Finance,Yes
30,65084,0.5,0.3,2,4,2,23,4,0.1,Male,No,Sales,No
59,49629,3.7,2.3,3,1,4,25,4,6.2,Male,No,Engineering,No
37,71184,0.4,5.8,3,3,4,15,1,4.9,Male,No,Support,No
59,81916,1.9,0.6,3,1,5,22,2,5.5,Female,Yes,HR,Yes
42,147293,3.2,1.3,3,3,4,3,2,0.6,Female,No,HR,No
46,93972,2.0,2.0,1,3,5,19,5,9.2,Male,No,Sales,No
45,82187,0.7,15.1,3,1,4,34,6,5.6,Female,Yes,Engineering,Yes
37,32984,1.3,0.2,2,1,1,35,0,11.6,Female,No,Sales,Yes
33,53039,10.5,1.4,4,2,1,1,6,5.3,Female,No,Sales,No
40,105431,4.5,1.0,3,2,5,21,1,1.3,Male,No,Support,No
45,103691,2.7,4.0,1,2,4,29,0,8.4,Male,No,HR,Yes
24,78606,0.1,1.3,2,3,4,6,5,1.5,Male,Yes,Finance,Yes
30,30616,19.5,0.2,4,1,2,37,3,16.5,Male,No,HR,No
23,122665,4.5,2.0,4,4,3,1,4,7.6,Male,Yes,HR,No
38,125373,1.5,2.9,3,3,5,1,0,1.4,Female,No,Support,No
56,70072,8.5,0.0,4,4,3,27,6,26.2,Female,Yes,Finance,No
42,44574,1.2,3.9,3,1,3,21,4,5.8,Female,Yes,Engineering,Yes
54,23430,3.1,0.4,3,3,5,16,1,0.6,Female,No,Finance,No
28,139123,4.0,1.6,2,4,4,26,6,7.9,Male,No,Engineering,No
39,32676,1.0,1.1,2,4,5,16,3,2.3,Male,No,Finance,No
57,30816,15.3,2.5,1,2,3,28,1,13.0,Female,No,Sales,Yes
26,52733,5.5,0.9,2,2,4,1,7,13.6,Male,Yes,Finance,Yes
46,105680,3.3,4.1,2,2,1,36,3,30.9,Female,Yes,Support,Yes
54,22050,0.8,2.6,3,3,5,10,3,5.6,Female,No,Engineering,No
26,129996,0.2,2.1,2,1,5,17,4,4.9,Female,Yes,HR,Yes
57,53933,1.5,3.2,3,1,4,23,1,11.2,Female,No,Support,No
53,44951,5.6,2.8,3,2,1,7,1,1.1,Male,No,Engineering,No
42,52413,1.3,0.1,2,2,1,7,0,6.3,Female,No,Engineering,Yes
41,54801,3.1,1.0,1,2,4,15,6,6.3,Male,No,HR,Yes
26,75619,5.2,5.3,1,4,2,34,7,0.7,Female,No,Sales,No
26,52913,0.5,0.3,4,2,5,4,1,4.3,Female,No,Support,No
24,132573,4.6,2.7,4,4,5,14,0,15.4,Female,Yes,HR,No
50,139076,0.4,7.3,2,1,3,14,7,15.5,Female,Yes,HR,Yes
31,60600,13.4,0.1,1,3,4,16,2,0.8,Male,No,Sales,Yes
50,77775,2.7,2.3,3,3,3,7,2,0.8,Female,No,Support,No
51,110816,0.7,1.3,4,3,3,32,7,2.4,Male,No,HR,No
